UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13232,MDW,10630,BJC,612,2
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,10800,BUR,612,4
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,10800,BUR,614,1
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,11618,EWR,614,2
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,612,1
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,612,2
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,612,3
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,612,4
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,612,5
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,614,1
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,614,2
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,614,3
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,614,4
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,12758,KOA,614,5
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,13796,OAK,612,5
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13796,OAK,13930,ORD,614,5
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13930,ORD,13964,OTH,614,5
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",13964,OTH,13930,ORD,614,5
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14057,PDX,12173,HNL,614,3
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14107,PHX,12889,LAS,612,3
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14122,PIT,10792,BUF,612,3
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,10693,BNA,612,3
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,10693,BNA,612,4
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,10792,BUF,612,3
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,12264,IAD,612,1
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,12889,LAS,612,1
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,12892,LAX,612,4
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,12892,LAX,614,1
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14831,SJC,12982,LIH,614,4
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14869,SLC,12889,LAS,612,4
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",14869,SLC,12889,LAS,612,5
1EQ,"KaiserAir, Inc.","KaiserAir, Inc.",15304,TPA,14831,SJC,612,1
1HQ,International Jet Management GmbH,International Jet Management GmbH,12197,HPN,12264,IAD,667,2
1LQ,Bertelsmann Aviation GmbH,Bertelsmann Aviation GmbH,10581,BGR,10693,BNA,682,2
1LQ,Bertelsmann Aviation GmbH,Bertelsmann Aviation GmbH,10693,BNA,15167,TEB,682,2
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15024,STT,15027,STX,415,1
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15024,STT,15027,STX,415,2
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15024,STT,15027,STX,415,3
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15024,STT,15027,STX,415,4
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15027,STX,15024,STT,415,1
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15027,STX,15024,STT,415,2
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15027,STX,15024,STT,415,3
1QQ,City Wings Inc dba Seaflight,City Wings Inc dba Seaflight,15027,STX,15024,STT,415,4
1UQ,Gainjet Aviation SA,Gainjet Aviation SA,10581,BGR,13930,ORD,669,1
1UQ,Gainjet Aviation SA,Gainjet Aviation SA,12892,LAX,13487,MSP,669,1
1UQ,Gainjet Aviation SA,Gainjet Aviation SA,13930,ORD,12892,LAX,669,1
1XQ,Dassault Falcon Service,Dassault Falcon Service,11697,FLL,14027,PBI,775,2
1XQ,Dassault Falcon Service,Dassault Falcon Service,14027,PBI,15167,TEB,775,2
1XQ,Dassault Falcon Service,Dassault Falcon Service,15167,TEB,14027,PBI,775,2
24Q,Jet Story,Jet Story,10374,ASH,10821,BWI,755,3
24Q,Jet Story,Jet Story,10423,AUS,11436,DUC,755,3
24Q,Jet Story,Jet Story,10581,BGR,15323,TRI,755,3
24Q,Jet Story,Jet Story,10821,BWI,10423,AUS,755,3
24Q,Jet Story,Jet Story,11066,CMH,10374,ASH,755,3
24Q,Jet Story,Jet Story,11436,DUC,13655,NEW,755,3
24Q,Jet Story,Jet Story,11618,EWR,13198,MCI,750,5
24Q,Jet Story,Jet Story,11618,EWR,13898,OPF,750,3
24Q,Jet Story,Jet Story,11789,FTW,15618,VNY,750,3
24Q,Jet Story,Jet Story,12197,HPN,11697,FLL,750,4
24Q,Jet Story,Jet Story,12264,IAD,12197,HPN,750,4
24Q,Jet Story,Jet Story,12343,INL,14771,SFO,776,2
24Q,Jet Story,Jet Story,12451,JAX,13930,ORD,788,2
24Q,Jet Story,Jet Story,12451,JAX,13930,ORD,788,3
24Q,Jet Story,Jet Story,12892,LAX,14831,SJC,750,3
24Q,Jet Story,Jet Story,13655,NEW,10693,BNA,755,3
24Q,Jet Story,Jet Story,13987,OXC,15167,TEB,688,2
24Q,Jet Story,Jet Story,14771,SFO,13232,MDW,776,2
24Q,Jet Story,Jet Story,14831,SJC,15167,TEB,788,1
24Q,Jet Story,Jet Story,15167,TEB,10868,CAE,750,4
24Q,Jet Story,Jet Story,15167,TEB,11042,CLE,750,3
24Q,Jet Story,Jet Story,15167,TEB,12264,IAD,788,1
24Q,Jet Story,Jet Story,15167,TEB,12264,IAD,788,4
24Q,Jet Story,Jet Story,15304,TPA,15167,TEB,788,5
24Q,Jet Story,Jet Story,15323,TRI,11066,CMH,755,3
25Q,Mjet GmbH,Mjet GmbH,10299,ANC,15618,VNY,698,5
25Q,Mjet GmbH,Mjet GmbH,10581,BGR,11921,GJT,698,4
25Q,Mjet GmbH,Mjet GmbH,10581,BGR,12892,LAX,698,4
25Q,Mjet GmbH,Mjet GmbH,11921,GJT,12889,LAS,698,4
25Q,Mjet GmbH,Mjet GmbH,12173,HNL,12478,JFK,698,2
25Q,Mjet GmbH,Mjet GmbH,12478,JFK,12173,HNL,698,2
25Q,Mjet GmbH,Mjet GmbH,12892,LAX,12173,HNL,698,2
25Q,Mjet GmbH,Mjet GmbH,12892,LAX,14831,SJC,698,5
25Q,Mjet GmbH,Mjet GmbH,14831,SJC,15618,VNY,698,5
25Q,Mjet GmbH,Mjet GmbH,15618,VNY,10299,ANC,698,5
25Q,Mjet GmbH,Mjet GmbH,15618,VNY,14831,SJC,698,5
26Q,Albinati aviation Limited,Albinati aviation Limited,12191,HOU,15167,TEB,788,1
26Q,Albinati aviation Limited,Albinati aviation Limited,12264,IAD,10721,BOS,788,2
26Q,Albinati aviation Limited,Albinati aviation Limited,12264,IAD,15167,TEB,775,1
26Q,Albinati aviation Limited,Albinati aviation Limited,15167,TEB,11042,CLE,776,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10157,ACV,10800,BUR,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10198,AGC,10519,BCT,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10208,AGS,12197,HPN,750,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10208,AGS,12197,HPN,750,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10208,AGS,12197,HPN,750,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10208,AGS,13303,MIA,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10208,AGS,13771,NUQ,751,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10208,AGS,15167,TEB,688,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10224,AIK,15167,TEB,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10299,ANC,14771,SFO,775,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10325,APA,13771,NUQ,752,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10325,APA,14530,RIL,609,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10325,APA,14570,RNO,641,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10327,APC,12264,IAD,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10327,APC,14314,PVU,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,10540,BED,688,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,10540,BED,688,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,10540,BED,770,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,12197,HPN,752,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,12264,IAD,609,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,12264,IAD,682,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,13232,MDW,770,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,13898,OPF,609,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,13898,OPF,609,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,13898,OPF,688,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,14320,PWK,892,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,14986,SRQ,892,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,14996,SSI,609,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,15167,TEB,688,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,15167,TEB,688,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,15167,TEB,750,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10329,APF,15304,TPA,749,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10372,ASE,10423,AUS,641,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10372,ASE,10540,BED,671,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10372,ASE,11292,DEN,770,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10372,ASE,13232,MDW,755,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10372,ASE,15447,UGN,770,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10372,ASE,15447,UGN,770,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10397,ATL,12889,LAS,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,10372,ASE,641,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,11259,DAL,641,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,11697,FLL,750,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,12191,HOU,641,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,12264,IAD,609,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,14683,SAT,775,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,15447,UGN,770,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10423,AUS,15618,VNY,667,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10508,BCB,11057,CLT,770,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,10329,APF,770,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,11697,FLL,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,12264,IAD,609,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,12264,IAD,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,12264,IAD,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,12264,IAD,752,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,14027,PBI,750,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,15167,TEB,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,15167,TEB,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,15376,TUS,770,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,15498,UT1,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10519,BCT,15618,VNY,750,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,10329,APF,688,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,10329,APF,688,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,10329,APF,770,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,10849,BZN,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,11292,DEN,752,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,11592,ESN,609,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,11714,FMY,609,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,11728,FOK,688,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,12197,HPN,752,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,14332,PYM,770,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,14685,SAV,682,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,14771,SFO,749,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,14869,SLC,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,671,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,671,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,688,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,688,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,688,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,688,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15304,TPA,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,15618,VNY,788,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,16445,ID1,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10559,BFI,12892,LAX,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10599,BHM,11697,FLL,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10599,BHM,12264,IAD,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10599,BHM,12264,IAD,750,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10599,BHM,12264,IAD,750,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10599,BHM,14996,SSI,749,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10627,BIS,12197,HPN,753,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10630,BJC,10540,BED,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10630,BJC,14320,PWK,892,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10630,BJC,14771,SFO,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10647,BKL,15167,TEB,750,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10647,BKL,15447,UGN,770,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10670,BLM,15628,VRB,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10680,BMC,13898,OPF,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10693,BNA,13898,OPF,753,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10693,BNA,14492,RDU,749,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10693,BNA,15356,TTN,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10721,BOS,10397,ATL,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10721,BOS,12889,LAS,754,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10721,BOS,13230,MDT,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10731,BQK,12264,IAD,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10731,BQK,13303,MIA,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10747,BRO,15618,VNY,667,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,10327,APC,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,10372,ASE,671,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,10849,BZN,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,11728,FOK,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,12892,LAX,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,13487,MSP,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,14252,PSC,749,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,14689,SBA,667,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,14771,SFO,671,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,14908,SNA,749,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15167,TEB,667,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15167,TEB,667,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15167,TEB,667,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15167,TEB,671,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15167,TEB,671,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15167,TEB,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15167,TEB,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15412,TYS,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15618,VNY,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10800,BUR,15618,VNY,749,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10815,BVY,17232,ADG,892,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10849,BZN,10540,BED,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10849,BZN,10800,BUR,671,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10849,BZN,10800,BUR,749,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10849,BZN,12197,HPN,609,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10849,BZN,12197,HPN,753,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10849,BZN,15167,TEB,671,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10965,CGF,14320,PWK,892,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10990,CHO,12264,IAD,667,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10990,CHO,13232,MDW,750,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10994,CHS,10731,BQK,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10994,CHS,14050,PDK,770,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10994,CHS,15167,TEB,751,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10994,CHS,15260,TMB,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11027,CKB,12945,LEX,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11057,CLT,13987,OXC,770,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11057,CLT,14893,SMF,671,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11067,CMI,14986,SRQ,892,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11109,COS,10630,BJC,892,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11123,CPS,14321,PWM,752,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11136,CRG,11259,DAL,754,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11197,CVN,11259,DAL,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,10224,AIK,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,10423,AUS,641,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,10423,AUS,641,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,10693,BNA,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,11481,ECP,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,11503,EGE,754,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,11695,FLG,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,11728,FOK,641,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,11921,GJT,641,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,12197,HPN,754,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,12264,IAD,609,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,12264,IAD,682,2
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,12441,JAC,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,12889,LAS,641,1
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,12889,LAS,754,3
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,12892,LAX,775,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,13158,MAF,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,13158,MAF,749,5
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,14814,SHV,749,4
27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,15167,TEB,641,2
